name,category,location,area_sqft,price,link,latitude,longitude,nearestMRT,distance
Wallich Residence,Condo,3 Wallich Street · D2,1259,6627000,https://www.99.co/singapore/sale/property/wallich-residence-condo-bFpZUtnCTsS9Pf5xbmyhia,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,1109,1280000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-xiBTW5bwVBcBTcdWVg43sA,1.371715,103.900472,Hougang,0.00793738445898828
Kingsford Waterbay,Apartment,52 Upper Serangoon View · D19,1216,1675173,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-dFfPtmzctF5sf5PvWCgM8J,1.3747664,103.9034487,Kangkar,0.009221088770855658
Forest Woods,Condo,19 Lorong Lew Lian · D19,926,1372000,https://www.99.co/singapore/sale/property/forest-woods-condo-mtu278tPBRDydESpuGNmu7,1.3502492,103.8774468,Serangoon,0.0038596631070671713
Wallich Residence,Condo,3 Wallich Street · D2,1991,9000000,https://www.99.co/singapore/sale/property/wallich-residence-condo-NiggiydtAKAfpDWeo53ELH,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587075227
Neem Tree,Condo,30 Jalan Kemaman · Floor #08,452,838900,https://www.99.co/singapore/sale/property/neem-tree-condo-nTbCtJmLt5u68zfiwfEE8e,1.3273984,103.8512643,Toa Payoh,0.006249512660995757
Eight Riversuites,Condo / Apt,2 Whampoa East · D12,700,1050000,https://www.99.co/singapore/sale/property/eight-riversuites-condo-rpmY2LkgqtQdpj4sVBW66Y,1.3216501,103.8645664,Boon Keng,0.0034225886139040208
Up @ Robertson Quay,Condo,90 Robertson Quay · D9,1238,2460000,https://www.99.co/singapore/sale/property/up-robertson-quay-condo-Geo6DFJsvzazqw4CCAyJN,1.2908987,103.8373128,Fort Canning,0.007547057082064921
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,861,1050000,https://www.99.co/singapore/sale/property/riverfront-residences-condo-b2pbX5xxcDd4qqVdvxaYkM,1.371715,103.900472,Hougang,0.00793738445898828
Avant Residences,Condo / Apt,10 Aljunied Road · D14,936,1308800,https://www.99.co/singapore/sale/property/avant-residences-condo-KmcYeweZbKwcWU4wY27pVY,1.3135756,103.8821349,Aljunied,0.00286305364951518
Sims Urban Oasis,Condo,10 Sims Drive · D14,1023,1513000,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-ex3EhZV8HT44UHVDWm4rQS,1.3191159,103.8810982,Aljunied,0.0032187204942349273
The Enclave . Holland,Condo,131 Holland Road · D10,506,1600000,https://www.99.co/singapore/sale/property/the-enclave-holland-condo-W6AZgsZ9eSwJBK8PJf7dsf,1.3122774,103.799119,Holland Village,0.003193578823203022
Sims Urban Oasis,Condo,10 Sims Drive · Floor #05,1733,2514784,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-skX95U3tXYwhW4VJVg3fN3,1.3191159,103.8810982,Aljunied,0.0032187204942349273
The Enclave . Holland,Condo,131 Holland Road · D10,409,1100000,https://www.99.co/singapore/sale/property/the-enclave-holland-condo-5t8Ea3bARuT2ENyg6pfWaD,1.3122774,103.799119,Holland Village,0.003193578823203022
8 Hullet,Condo,8 Hullet Road · D9,538,1800000,https://www.99.co/singapore/sale/property/8-hullet-condo-nsvTSmiRj3ZKeGGwK7Zvra,1.3031663,103.83873,Somerset,0.0025314202910607614
The Verandah Residences,Condo,231 Pasir Panjang Road · D5,2174,3415000,https://www.99.co/singapore/sale/property/the-verandah-residences-condo-eMzADSY4LQDUubqt4J2cQm,1.2797457,103.7853796,Haw Par Villa,0.004764753367166164
JadeScape,Condo,319 Shunfu Road · D20,900,1530000,https://www.99.co/singapore/sale/property/jadescape-condo-MdLpXoFC3pTkU6wpHyYRNo,1.350251,103.838019,Marymount,0.0016391475619976221
Reflections At Keppel Bay,Condo,7 Keppel Bay View · D4,1733,2657000,https://www.99.co/singapore/sale/property/reflections-at-keppel-bay-condo-U9yaTTsvFhwPRHMQf9XenT,1.2666139,103.81036,Telok Blangah,0.0041295260854005865
Queens Peak,Condo,1 Dundee Road · Floor #31,1001,1696000,https://www.99.co/singapore/sale/property/queens-peak-condo-UHBdghgfnLCATWC3pMRaPn,1.295179,103.807362,Queenstown,0.001500322165402366
Va Residences,Condo,9 Boon Teck Road · D12,1690,2250000,https://www.99.co/singapore/sale/property/va-residences-condo-32VApXXsrr8xCxvhMxZFQL,1.3267635,103.8496116,Toa Payoh,0.00598021131733617
Park Colonial,Condo,2 Woodleigh Lane · D13,1012,1600000,https://www.99.co/singapore/sale/property/park-colonial-condo-6mAikKvMNNwDrFqbTKQ87D,1.3190408,103.8281809,Stevens,0.002418993385694776
Riverside Melodies,Condo,26A Saint Michael's Road · Floor #02,1507,2001279,https://www.99.co/singapore/sale/property/riverside-melodies-condo-DAHpMmD4fhtwfpQKnGyxC3,1.3274381,103.8644271,Potong Pasir,0.00595164179450028
Le Quest,Condo,12 Bukit Batok Street 41 · D23,980,1260000,https://www.99.co/singapore/sale/property/le-quest-condo-rYe9zFE6iHVZ7oajKwVPgB,1.351044,103.741738,Bukit Batok,0.007902417278911656
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · D16,969,1462000,https://www.99.co/singapore/sale/property/grandeur-park-residences-condo-8V7VWTg5W4qGzeQ792FdbE,1.3235186,103.9448081,Tanah Merah,0.004087708918207205
Le Quest,Condo,2 Bukit Batok Street 41 · D23,980,1260000,https://www.99.co/singapore/sale/property/le-quest-condo-RE4muuT4T34wHtcRatkybm,1.351044,103.741738,Bukit Batok,0.007902417278911656
Artra,Condo,10 Alexandra View · D3,1044,1737000,https://www.99.co/singapore/sale/property/artra-condo-Btk4Bf8jdCWAtvXZuenMEj,1.2900845,103.8166799,Redhill,0.00045852359808695227
Margaret Ville,Condo,20 Margaret Drive · D3,469,865000,https://www.99.co/singapore/sale/property/margaret-ville-condo-asmQ969FWP3cApKVSfCytW,1.2992281,103.802964,Queenstown,0.005284606340114343
Sims Urban Oasis,Condo,10 Sims Drive · Floor #05,1442,2103960,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-sWFgqovJKf8Mwda58PP269,1.3191159,103.8810982,Aljunied,0.0032187204942349273
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,613,898000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-SnNEsGXxwgJcWJSFbEEyqE,1.3364414,103.8651531,Woodleigh,0.006196602749895614
Kaleido,Cluster House,Lorong K Telok Kurau · D15,1003,3088888,https://www.99.co/singapore/sale/property/lorong-k-telok-kurau-landed-bsL58FzQEYvDAQfuoUiFej,1.311269,103.787215,Buona Vista,0.004875090145832672
Hillion Residences,Condo / Apt,8 Jelebu Road · D23,2616,2892000,https://www.99.co/singapore/sale/property/hillion-residences-condo-AotuQYwMzcgCvrhnVeuwfa,1.378752,103.7634843,Bukit Panjang,0.0011143483925678895
Kaleido,Cluster House,Lorong K Telok Kurau · D15,956,3068888,https://www.99.co/singapore/sale/property/lorong-k-telok-kurau-landed-wguEKX6edrUbNrpji2BKcC,1.311269,103.787215,Buona Vista,0.004875090145832672
195E Punggol Road,HDB 4 Rooms,Singapore 825195 · D19,969,440000,https://www.99.co/singapore/sale/property/195e-punggol-road-hdb-JeZmpjbGqyTzmdMtd3GFJd,1.401794,103.907165,Cove,0.002699851960759403
830 Hougang Central,HDB 4 Rooms,D19,1119,440000,https://www.99.co/singapore/sale/property/830-hougang-central-hdb-4MayKqqgNvp9cctjPYdx6K,1.3709751,103.8901578,Hougang,0.0024125257345872808
409B Fernvale Road,HDB 5 Rooms,Singapore 792409 · D28,1238,490000,https://www.99.co/singapore/sale/property/409b-fernvale-road-hdb-aRpbFioLQoi8Lf6UfEbR3Q,1.3896184,103.8768457,Fernvale,0.0023693836434812835
606 Hougang Avenue 4,HDB 4 Rooms,D19,1119,425000,https://www.99.co/singapore/sale/property/606-hougang-avenue-4-hdb-sDnGUZG7v7tSygiNFuB9YL,1.370781,103.8858085,Hougang,0.0067578349491642506
184A Rivervale Crescent,HDB 5 Rooms,D19,1184,420000,https://www.99.co/singapore/sale/property/184a-rivervale-crescent-hdb-C3E5xArarpzfPkeZRei8ZU,1.3922053,103.9074785,Rumbia,0.0016928967038735206
518 Serangoon North Avenue 4,HDB 4 Rooms,D19,1119,400000,https://www.99.co/singapore/sale/property/518-serangoon-north-avenue-4-hdb-zweNX4koUCLUNyYbWrjkDY,1.3715827,103.8741202,Kovan,0.01587678889259565
602 Woodlands Drive 42,HDB 4 Rooms,D25,1098,360000,https://www.99.co/singapore/sale/property/602-woodlands-drive-42-hdb-oFgmucJvY5QMw3gUvNVF3W,1.4381948,103.7963148,Admiralty,0.005239515707579586
950 Hougang Street 91,HDB 5 Rooms,D19,1302,535000,https://www.99.co/singapore/sale/property/950-hougang-street-91-hdb-4UBShHwWMcQNfNGZvW35Jh,1.3754663,103.8786845,Hougang,0.014463126230868394
509 Serangoon North Avenue 4,HDB 5 Rooms,D19,1291,530000,https://www.99.co/singapore/sale/property/509-serangoon-north-avenue-4-hdb-y4HVShZBtv5XFo5hyUkQFm,1.3718265,103.8762494,Kovan,0.014669845573141107
8 Napier,Condo,8 Napier Road · D10,2013,5800000,https://www.99.co/singapore/sale/property/8-napier-condo-Pc3fRM4WpPmvb4dDesgs9X,1.3068525,103.8205424,Botanic Gardens,0.008381333621808406
The Garden Residences,Condo,9 Serangoon North View · D19,452,718600,https://www.99.co/singapore/sale/property/the-garden-residences-condo-AGNYApbnTPJAPFrEwH2dQU,1.366675,103.870239,Lorong Chuan,0.01607345137579135
The Garden Residences,Condo,9 Serangoon North View · D19,517,810900,https://www.99.co/singapore/sale/property/the-garden-residences-condo-boUjTqquvge3EHPfT44mKd,1.366675,103.870239,Lorong Chuan,0.01607345137579135
The Garden Residences,Condo,9 Serangoon North View · D19,689,1068600,https://www.99.co/singapore/sale/property/the-garden-residences-condo-D4ryEp4AYuvqTNshEGXx7R,1.366675,103.870239,Lorong Chuan,0.01607345137579135
The Greenwich,Condo,1 Seletar Road · D28,646,1000000,https://www.99.co/singapore/sale/property/the-greenwich-condo-94WtyzT9AfkqdU3pYsYm9G,1.3874823,103.8693553,Fernvale,0.008182996346092172
180A Rivervale Crescent,HDB 2 Rooms,Singapore 541180 · D19,721,340000,https://www.99.co/singapore/sale/property/180a-rivervale-crescent-hdb-HKB5aZ3GY7d3FrsbyYyJDA,1.3902744,103.9096411,Rumbia,0.0038856175828309533
Sophia Hills,Condo,11 Mount Sophia · D9,1539,2860000,https://www.99.co/singapore/sale/property/sophia-hills-condo-rfd9LAUE2MTDGnYrwfnNzH,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
The Whitley Residences,Semi-Detached House,Whitley Road · D11,2500,4850000,https://www.99.co/singapore/sale/property/whitley-road-landed-DbnWMooiSFMJd8dALDVemK,1.3261166,103.8374077,Novena,0.00853333595963459
Envio,Condo,281 Joo Chiat Place · D15,1033,1280000,https://www.99.co/singapore/sale/property/envio-condo-GPPqetWh8CpALJZuFbmeWJ,1.3144957,103.9074631,Eunos,0.006964620374429324
Spottiswoode 18,Condo,18 Spottiswoode Park Road · D2,893,1700000,https://www.99.co/singapore/sale/property/spottiswoode-18-condo-h5mc5PKFEwt3kwjkWt8XKB,1.2754518,103.8375907,Outram Park,0.0054558832437948575
Marine Blue,Condo,81 Marine Parade Road · D15,1270,1712000,https://www.99.co/singapore/sale/property/marine-blue-condo-HkXLQiUXrL4G8S6VMNMnD6,1.3033492,103.9054589,Eunos,0.01659703061062271
The Whitley Residences,Cluster House,None · D11,2500,4880000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-Nr7cAcYKQHLsRFE9DCNvTn,1.3261166,103.8374077,Novena,0.00853333595963459
The Solitaire,Condo,5A Balmoral Park · D10,1625,3500000,https://www.99.co/singapore/sale/property/the-solitaire-condo-F8P8EW4NSCeA49TVXh4mWd,1.315065,103.827273,Stevens,0.005071002036088885
Cubik,Condo,81 Lorong K Telok Kurau · D15,484,700000,https://www.99.co/singapore/sale/property/cubik-condo-y2U4VmiJiDmpiz3VkNYBoW,1.3135017,103.9119776,Kembangan,0.007574660754118574
Marine Blue,Condo / Apt,89 Marine Parade Road · D15,3680,5113000,https://www.99.co/singapore/sale/property/marine-blue-condo-9QE8kwAj8wd43U64ZqKEGU,1.3033492,103.9054589,Eunos,0.01659703061062271
Sophia Hills,Condo,27 Mount Sophia · D9,1496,2995000,https://www.99.co/singapore/sale/property/sophia-hills-condo-J5EPrkDqadZhuYD8KzQwqj,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
Lucky View,Semi-Detached House,D16,3321,4700000,https://www.99.co/singapore/sale/property/lucky-view-landed-WosUB2ek8nvUfAuTSfk5dR,1.3178965,103.9395085,Bedok,0.011160272175896505
231 Simei Street 4,HDB 5 Rooms,D18,1313,568000,https://www.99.co/singapore/sale/property/231-simei-street-4-hdb-B6zMNTEHKXFT4bR3D8wCy5,1.3439323,103.9568655,Simei,0.00356497020605553
Sennett Estate,Corner Terrace,Pang Seng Road · D13,1432,2250000,https://www.99.co/singapore/sale/property/pang-seng-road-landed-5sDJRo6Fbw8D5o2Xscu2qh,1.3286187,103.8700702,Potong Pasir,0.0027274742308574405
The Clearwater,Condo,12 Bedok Reservoir View · D16,1355,1300000,https://www.99.co/singapore/sale/property/the-clearwater-condo-s6y4sHYojNiRLpbnFK6JhL,1.3372518,103.9345989,Bedok Reservoir,0.002779394079653007
Bedok Ria,Semi-Detached House,None · D16,3472,5390000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-RAb63YqozZzNiDnek8QmUN,1.326854,103.9531946,Tanah Merah,0.006716256112599813
Kembangan Estate,Semi-Detached House,None · D14,3876,4880000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-vFdSwsuBNAkZreciVR7PRG,1.352083,103.819836,Phoenix,0.0
Jalan Senang,Semi-Detached House,D14,3355,3990000,https://www.99.co/singapore/sale/property/jalan-senang-landed-jWRj82PmM89bnEPeERoh5d,1.3251828,103.9162698,Kembangan,0.0052924403378799495
Jalan Hajijah,Semi-Detached House,D16,4500,6200000,https://www.99.co/singapore/sale/property/jalan-hajijah-landed-um77zBrxvM6NuA5N6FdEdk,1.3127374,103.9352472,Bedok,0.012363389555461382
Lucky Heights,Bungalow,D16,7000,10200000,https://www.99.co/singapore/sale/property/lucky-heights-landed-wsZVuVmx7Amzm9rUD6Amxk,1.3175152,103.9408532,Tanah Merah,0.011243996837865571
Coastal Villas,Semi-Detached House,None · D16,4115,4580000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-sPk4NvPtsuVL5pJmETUxcA,1.2588203,103.8150375,HarbourFront,0.008552044370796152
Lucky View,Semi-Detached House,D16,3321,4700000,https://www.99.co/singapore/sale/property/lucky-view-landed-ucAM3s3VGqqBvYLEMk3tab,1.3178965,103.9395085,Bedok,0.011160272175896505
Lorong H Telok Kurau,Semi-Detached House,D15,3028,4970000,https://www.99.co/singapore/sale/property/lorong-h-telok-kurau-landed-fgEkCNVivNutS5ZPGV5qmR,1.3162713,103.9107491,Kembangan,0.005250236022308686
Lorong H Telok Kurau,Corner Terrace,D15,3027,4970000,https://www.99.co/singapore/sale/property/lorong-h-telok-kurau-landed-6xubYBw7cDNoL5t9R3vYmm,1.3162713,103.9107491,Kembangan,0.005250236022308686
Boscombe Road,Bungalow,D15,5471,8680000,https://www.99.co/singapore/sale/property/boscombe-road-landed-oMsuhxCX3zsE36T8WEgcj9,1.3056791,103.8949486,Dakota,0.006714993072976499
Kembangan Estate,Semi-Detached House,None · D14,3400,4500000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-5MdQ2zeA8r4cS5rwMRPV9E,1.352083,103.819836,Phoenix,0.0
Lorong Marzuki,Semi-Detached House,D14,4317,6500000,https://www.99.co/singapore/sale/property/lorong-marzuki-landed-8U9Wt5ZTiqZzJRJh5k87Kd,1.3224195,103.9089218,Kembangan,0.004337752913654867
Flamingo Valley,Condo,472 Siglap Road · D15,2400,2580000,https://www.99.co/singapore/sale/property/flamingo-valley-condo-PZBPScNxfamjhUbKdPDpFn,1.3178665,103.9217459,Kembangan,0.00927084638478181
Frankel Estate,Semi-Detached House,None · D15,3960,7300000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-Z8dvYw4fB5UAq9mDBXtK4X,1.3165076,103.9179558,Kembangan,0.006675253452123974
Apollo Gardens,Semi-Detached House,None · D16,3600,4880000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-ovPyq4FR574nukvan5FAkY,1.3385459,103.9588678,Expo,0.00489711687118918
Lorong Marzuki,Semi-Detached House,D14,2525,5580000,https://www.99.co/singapore/sale/property/lorong-marzuki-landed-Zdvhzc9ESyH8dzu33Vszvh,1.3224195,103.9089218,Kembangan,0.004337752913654867
Yong Seng Estate,Corner Terrace,None · D14,3355,3990000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-p4adE6C42jwm7koKnPXQJh,1.352083,103.819836,Phoenix,0.0
Jalan Tanah Puteh,Semi-Detached House,D15,4648,6880000,https://www.99.co/singapore/sale/property/jalan-tanah-puteh-landed-ypH4hvQ6QC7StLvZw6i5a4,1.3161739,103.9306753,Bedok,0.007853511736797231
Seascape,Condo,55 Cove Way · Floor #08,3380,6580000,https://www.99.co/singapore/sale/property/seascape-condo-EnLsFKr5rBYNFJnTvR5e6k,1.2396405,103.8377088,HarbourFront,0.030961987800684616
Woo Mon Chew Road,Semi-Detached House,D15,3323,5880000,https://www.99.co/singapore/sale/property/woo-mon-chew-road-landed-GzYXEtRkG58QovCpomxUP4,1.3153401,103.9294957,Bedok,0.00869757251651259
Frankel Estate,Bungalow,None · D15,4530,6800000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-mGh3eQvpSGUPykX3oEG9hf,1.3165076,103.9179558,Kembangan,0.006675253452123974
The Interlace,Condo,208 Depot Road · D4,1065,1550000,https://www.99.co/singapore/sale/property/the-interlace-condo-DovZ2GExWHMz6wgvY2xzJK,1.2817713,103.803033,Labrador Park,0.009657113513364627
Wilkinson Road,Bungalow,D15,4840,7300000,https://www.99.co/singapore/sale/property/wilkinson-road-landed-3sNo92LR9DfQNWUysrMRSb,1.3026419,103.8909381,Dakota,0.006146769754921209
The Legacy,Condo,455 Bukit Timah Road · D10,764,1800000,https://www.99.co/singapore/sale/property/the-legacy-condo-TqEAMzMf7XR2sumLHfmopm,1.3210468,103.8226464,Stevens,0.003471340987286548
Vida,Condo,5 Peck Hay Road · D9,517,1350000,https://www.99.co/singapore/sale/property/vida-condo-Xe4gaqRcTCPsZRtJHywcF9,1.308895,103.838905,Newton,0.005033360803675555
The Clift,Apartment,21 Mccallum Street · D1,775,2280000,https://www.99.co/singapore/sale/property/the-clift-condo-jSYGPR7tuFUUCGMmohdLrb,1.2794777,103.8472601,Telok Ayer,0.0030507133673975317
Shamrock Park,Bungalow,None · D10,4416,7980000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-9DadsZKEnWy92GGVXKUWEj,1.352083,103.819836,Phoenix,0.0
The Cape,Condo,25 Amber Road · D15,657,1600000,https://www.99.co/singapore/sale/property/the-cape-condo-yZCaFpsPQSqLZdTq9bvKRk,1.300646,103.901251,Dakota,0.014661468719065648
The Cape,Apartment,25 Amber Road · D15,570,1210000,https://www.99.co/singapore/sale/property/the-cape-condo-f5NKLLf9ZDsRmGrFxKiTH9,1.300646,103.901251,Dakota,0.014661468719065648
The Clift,Apartment,21 Mccallum Street · D1,1076,3238000,https://www.99.co/singapore/sale/property/the-clift-condo-GmSf3aLuFg87WkEiMB88o5,1.2794777,103.8472601,Telok Ayer,0.0030507133673975317
Meyer Road,Cluster House,D15,11490,6250000,https://www.99.co/singapore/sale/property/meyer-road-landed-gN9RZSpNEQPGsPPm25Chkj,1.2971464,103.8913405,Dakota,0.01154347812446547
201 Toa Payoh North,HDB 4 Rooms,Singapore 310201 · D12,936,370000,https://www.99.co/singapore/sale/property/201-toa-payoh-north-hdb-EgTfiY3Ka79wpvLS55BEV7,1.3410918,103.8502712,Braddell,0.003242350907897291
King's Garden,Semi-Detached House,King's Road · D10,3477,6600000,https://www.99.co/singapore/sale/property/kings-road-landed-cbqqREpYoAsZT8rE5sKrwD,1.3166634,103.8033086,Farrer Road,0.004495608996568964
Altez,Condo,16 Enggor Street · D2,1109,2750000,https://www.99.co/singapore/sale/property/altez-condo-JgXUTF9caBFFjRE4QocUg8,1.2743353,103.8443683,Tanjong Pagar,0.003135431327575921
Altez,Condo,16 Enggor Street · D2,1561,4300000,https://www.99.co/singapore/sale/property/altez-condo-QQWVi6BXhkXS9v94La4deX,1.2743353,103.8443683,Tanjong Pagar,0.003135431327575921
Altez,Condo,16 Enggor Street · D2,4018,11480000,https://www.99.co/singapore/sale/property/altez-condo-EPqPqv6qnJ87pz8NSUEWtF,1.2743353,103.8443683,Tanjong Pagar,0.003135431327575921
Affinity At Serangoon,Condo,58 Serangoon North Avenue 1 · D19,1076,1558000,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-LeLrhEwA6yMpXBPzybkYsP,1.3661523,103.872814,Kovan,0.01371927501655056
Parc Botannia,Condo,10 Fernvale Street · D28,1410,1696000,https://www.99.co/singapore/sale/property/parc-botannia-condo-uZEiiPJ9XECWZsqe9swKJG,1.3984723,103.8748321,Thanggam,0.001248394208566515
