name,category,location,area_sqft,price,latitude,longitude,nearestMRT,distance
70 Circuit Road,HDB 2 Rooms,D13,452,220000,1.3252296,103.8881644,MacPherson,0.0022701355135855443
242 Bukit Batok East Avenue 5,HDB 4 Rooms,Singapore 650242 · D23,1001,362800,1.3507363,103.7557542,Bukit Batok,0.006902611230539305
Suites @ Guillemard,Apartment,70 Lim Ah Woo Road · D15,889,1140000,1.3125787,103.8917957,Dakota,0.005125289706937375
41 Sims Drive,HDB 3 Rooms,Singapore 380041 · D14,710,299000,1.3169784,103.8756378,Geylang Bahru,0.005942740815487563
649 Jalan Tenaga,HDB 5 Rooms,D14,1334,598000,1.332335,103.9060226,Kaki Bukit,0.003959660030856682
M66,Condo,64 Moonstone Lane · D12,1130,1300000,1.3285748,103.8647724,Potong Pasir,0.005016865584205343
52 Sims Place,HDB 3 Rooms,Singapore 380052 · D14,700,288000,1.3167133,103.8804626,Aljunied,0.0023355462615821027
27 Marine Crescent,HDB 5 Rooms,Singapore 440027 · D15,1356,850000,1.3039458,103.9135381,Kembangan,0.01706600255595887
Amber 45,Condo,45 Amber Road · D15,1346,2829011,1.302636,103.901821,Dakota,0.014230991708241837
8 Marine Terrace,HDB 3 Rooms,Singapore 440008 · D15,700,400000,1.3045165,103.9160757,Kembangan,0.016767889825792637
3C Upper Boon Keng Road,HDB 4 Rooms,Singapore 383003 · D14,968,590000,1.3139023,103.873033,Kallang,0.0029504956363371384
2B Upper Boon Keng Road,HDB 5 Rooms,Singapore 382002 · D14,1184,810000,1.3136905,103.871674,Kallang,0.002235600433888854
Haig 162,Condo,162 Haig Road · D15,786,960000,1.3062777,103.898789,Dakota,0.010200359223573631
47 Marine Crescent,HDB 2 Rooms,Singapore 440047 · D15,700,335000,1.3055618,103.9122693,Kembangan,0.015460538434349672
8 Saint George's Lane,HDB 3 Rooms,D12,732,350000,1.323708,103.8598963,Boon Keng,0.004871077753431302
Ivory,Condo,15 Ceylon Lane · D15,1745,1750000,1.3112872,103.9004785,Eunos,0.008794637541704274
108 Jalan Rajah,HDB Executive,Singapore 320108 · D12,1614,810000,1.3281968,103.8555479,Toa Payoh,0.009113677506913513
30 Cassia Crescent,HDB 4 Rooms,Singapore 391030 · D14,1100,670000,1.309528,103.883362,Mountbatten,0.003449930458719659
108 Jalan Rajah,HDB Executive,Singapore 320108 · D12,1636,810000,1.3281968,103.8555479,Toa Payoh,0.009113677506913513
55 Chai Chee Drive,HDB 3 Rooms,Singapore 460055 · D16,818,350000,1.3266003,103.9194691,Kembangan,0.008537117938152518
Lorong H Telok Kurau,Terraced House,D15,2266,3100000,1.3162713,103.9107491,Kembangan,0.0052502360223148385
37 Circuit Road,HDB 3 Rooms,D13,635,270000,1.328128,103.8867599,MacPherson,0.003438239028925903
41 Sims Drive,HDB 3 Rooms,Singapore 380041 · D14,700,299000,1.3169784,103.8756378,Geylang Bahru,0.005942740815487563
29 Marine Crescent,HDB 5 Rooms,Singapore 440029 · D15,1291,790000,1.3028142,103.9132209,Kembangan,0.018190886330247853
721 Tampines Street 71,HDB 5 Rooms,Singapore 520721 · D18,1292,568000,1.3600832,103.9363784,Tampines,0.00832837698534451
Haig 162,Condo,162 Haig Road · D15,344,590000,1.3062777,103.898789,Dakota,0.010200359223573631
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,678,980030,1.3747664,103.9034487,Kangkar,0.009221088770855658
Park Colonial,Condo,2 Woodleigh Lane · D13,915,1500000,1.3190408,103.8281809,Stevens,0.002418993385694776
Parc Botannia,Condo,10 Fernvale Street · D28,775,975050,1.397794,103.874894,Thanggam,0.0006749851850287206
Parc Botannia,Condo,10 Fernvale Street · D28,1410,1696010,1.397794,103.874894,Thanggam,0.0006749851850287206
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,678,980050,1.3747664,103.9034487,Kangkar,0.009221088770855658
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,850,1135060,1.3747664,103.9034487,Kangkar,0.009221088770855658
Park Colonial,Condo,2 Woodleigh Lane · D13,1410,2300000,1.3190408,103.8281809,Stevens,0.002418993385694776
The Tapestry,Condo,59 Tampines Street 86 · D18,990,1100300,1.3534955,103.9291905,Tampines West,0.011976385692270114
Martin Modern,Condo,10 Martin Place · D9,1087,3173000,1.2921365,103.838457,Fort Canning,0.006305055270175613
Affinity At Serangoon,Condo,58 Serangoon North Avenue 1 · D19,1076,1558000,1.3661523,103.872814,Kovan,0.01371927501655056
Parc Botannia,Condo,10 Fernvale Street · D28,1410,1696000,1.397794,103.874894,Thanggam,0.0006749851850287206
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,614,873000,1.3661523,103.872814,Kovan,0.01371927501655056
The Jovell,Condo,13 Flora Drive · D17,441,588000,1.3569238,103.9649053,Tampines East,0.01027265583429253
JadeScape,Condo,1 Shunfu Road · D20,527,838000,1.350251,103.838019,Marymount,0.0016391475619976221
One Draycott,Condo,1 Draycott Park · D10,1238,3200000,1.310111,103.830757,Orchard,0.006187915865620798
8 Saint Thomas,Condo,8 Saint Thomas Walk · D9,2422,8888888,1.296472,103.836232,Somerset,0.004759373128890198
Parc Botannia,Condo,14 Fernvale Street · D28,592,859000,1.397794,103.874894,Thanggam,0.0006749851850287206
The Jovell,Condo,23 Flora Drive · D17,527,678000,1.3574939,103.9663718,Tampines East,0.011780511697288491
Casa Al Mare,Condo,75 Jalan Loyang Besar · D17,474,772000,1.377608,103.956669,Pasir Ris,0.008545532493646917
Parc Botannia,Condo,18 Fernvale Street · D28,506,690000,1.397794,103.874894,Thanggam,0.0006749851850287206
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,872,1070000,1.371715,103.900472,Hougang,0.00793738445898828
Park Colonial,Condo,2 Woodleigh Lane · D13,678,1212000,1.3190408,103.8281809,Stevens,0.002418993385694776
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,667,957000,1.3153138,103.8885694,Paya Lebar,0.00524276948187241
Parc Botannia,Condo,16 Fernvale Street · D28,1453,1673000,1.397794,103.874894,Thanggam,0.0006749851850287206
South Beach Residences,Condo,28 Beach Road · D7,936,3380000,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Stirling Residences,Condo,21 Stirling Road · D3,1970,3268000,1.293564,103.805326,Queenstown,0.0013954443020077368
Kandis Residence,Apartment,2 Kandis Link · D27,732,900600,1.457707,103.8375049,Sembawang,0.019463419587008382
Margaret Ville,Condo,20 Margaret Drive · D3,915,1581400,1.2992281,103.802964,Queenstown,0.005284606340114158
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,463,600000,1.371715,103.900472,Hougang,0.00793738445898828
Stirling Residences,Condo,21 Stirling Road · D3,764,1227000,1.293564,103.805326,Queenstown,0.0013954443020077368
Coco Palms,Condo,21 Pasir Ris Grove · D18,1744,2255110,1.3715865,103.9459701,Pasir Ris,0.0037445668614764917
Forest Woods,Condo / Apt,9 Lorong Lew Lian · D19,1249,1881000,1.351245,103.8763601,Serangoon,0.0031260623618266743
Robinson Suites,Condo,50 Robinson Road · D1,1410,3877500,1.2810736,103.8498736,Telok Ayer,0.0017181711119590045
Margaret Ville,Condo,20 Margaret Drive · D3,463,968000,1.2992281,103.802964,Queenstown,0.005284606340114158
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,3423,8141000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
8 Saint Thomas,Condo,8 Saint Thomas Walk · D9,1690,5208000,1.296472,103.836232,Somerset,0.004759373128890198
Parc Botannia,Condo,10 Fernvale Street · D28,969,1241000,1.397794,103.874894,Thanggam,0.0006749851850287206
The Jovell,Condo,23 Flora Drive · D17,1001,1168000,1.3574939,103.9663718,Tampines East,0.011780511697288491
Casa Al Mare,Condo,75 Jalan Loyang Besar · D17,732,1128000,1.377608,103.956669,Pasir Ris,0.008545532493646917
Seaside Residences,Condo,18 Siglap Link · D15,1023,1955000,1.3076933,103.9278752,Bedok,0.016478917175894146
JadeScape,Condo,1 Shunfu Road · D20,1259,1860000,1.350251,103.838019,Marymount,0.0016391475619976221
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1184,2719000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
33 Residences,Condo,33 Lorong 30 Geylang · D14,700,1116000,1.312233,103.886351,Dakota,0.004547713491410629
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,624,907000,1.3661523,103.872814,Kovan,0.01371927501655056
Park Colonial,Condo,2 Woodleigh Lane · D13,624,1052000,1.3190408,103.8281809,Stevens,0.002418993385694776
Martin Modern,Condo,8 Martin Place · D9,1798,5667000,1.293264,103.837861,Fort Canning,0.006996805428907429
JadeScape,Condo,1 Shunfu Road · D20,2099,3000000,1.350251,103.838019,Marymount,0.0016391475619976221
Parc Botannia,Condo,16 Fernvale Street · D28,1152,1560000,1.397794,103.874894,Thanggam,0.0006749851850287206
120 Grange,Condo,120 Grange Road · D10,570,1755600,1.2999915,103.8254775,Orchard,0.007474596835951611
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,958,1367000,1.3661523,103.872814,Kovan,0.01371927501655056
New Futura,Condo,14 Leonie Hill Road · D9,1098,4033800,1.298136,103.834132,Somerset,0.00505703294234812
The Addition,Condo,21 Meyappa Chettiar Road · D13,797,1399000,1.3308379,103.8672346,Potong Pasir,0.0018663680237310859
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1184,3232000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Martin Modern,Condo,10 Martin Place · D9,1733,4624000,1.2921365,103.838457,Fort Canning,0.006305055270175613
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,2109,2350000,1.371715,103.900472,Hougang,0.00793738445898828
City Suites,Condo,235 Balestier Road · D12,925,1559000,1.321375,103.8522459,Novena,0.008964860222000588
The Tapestry,Condo,59 Tampines Street 86 · D18,441,648810,1.3534955,103.9291905,Tampines West,0.011976385692270114
V On Shenton,Condo,5A Shenton Way · D1,474,1458880,1.2779081,103.8496597,Tanjong Pagar,0.003280591661577283
Stirling Residences,Condo,21 Stirling Road · D3,1346,2179000,1.293564,103.805326,Queenstown,0.0013954443020077368
Stirling Residences,Condo,21 Stirling Road · D3,980,1592000,1.293564,103.805326,Queenstown,0.0013954443020077368
The Jovell,Condo,23 Flora Drive · D17,667,838000,1.3574939,103.9663718,Tampines East,0.011780511697288491
8 Saint Thomas,Condo,8 Saint Thomas Walk · D9,1302,3964000,1.296472,103.836232,Somerset,0.004759373128890198
The Tapestry,Condo,59 Tampines Street 86 · D18,990,1135200,1.3534955,103.9291905,Tampines West,0.011976385692270114
South Beach Residences,Condo,28 Beach Road · D7,1216,3424000,1.2940548,103.8557465,Esplanade,0.0003890252690952632
JadeScape,Condo,1 Shunfu Road · D20,1012,1500000,1.350251,103.838019,Marymount,0.0016391475619976221
Stirling Residences,Condo,21 Stirling Road · D3,441,899000,1.293564,103.805326,Queenstown,0.0013954443020077368
The Jovell,Condo,15 Flora Drive · D17,872,1068000,1.3574939,103.9663718,Tampines East,0.011780511697288491
120 Grange,Condo,120 Grange Road · D10,678,2083300,1.2999915,103.8254775,Orchard,0.007474596835951611
One Draycott,Condo,1 Draycott Park · D10,732,2498600,1.310111,103.830757,Orchard,0.006187915865620798
Stirling Residences,Condo,21 Stirling Road · D3,1055,1746000,1.293564,103.805326,Queenstown,0.0013954443020077368
Margaret Ville,Condo,20 Margaret Drive · D3,1184,2112300,1.2992281,103.802964,Queenstown,0.005284606340114158
Stirling Residences,Condo,21 Stirling Road · D3,1055,1616000,1.293564,103.805326,Queenstown,0.0013954443020077368
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,904,1359000,1.3661523,103.872814,Kovan,0.01371927501655056
Stirling Residences,Condo,21 Stirling Road · D3,1346,2274000,1.293564,103.805326,Queenstown,0.0013954443020077368
Park Colonial,Condo,2 Woodleigh Lane · D13,506,932000,1.3190408,103.8281809,Stevens,0.002418993385694776
Martin Modern,Condo,8 Martin Place · D9,764,1993000,1.293264,103.837861,Fort Canning,0.006996805428907429
Jui Residences,Condo,1177 Serangoon Road · D12,431,741000,1.326262,103.866528,Potong Pasir,0.005517697111115471
Martin Modern,Condo,10 Martin Place · D9,1399,3626000,1.2921365,103.838457,Fort Canning,0.006305055270175613
Park Colonial,Condo,2 Woodleigh Lane · D13,701,2791000,1.3190408,103.8281809,Stevens,0.002418993385694776
Amber 45,Condo,45 Amber Road · D15,1130,2386400,1.302636,103.901821,Dakota,0.014230991708241837
Jui Residences,Condo,1177 Serangoon Road · D12,883,1479000,1.326262,103.866528,Potong Pasir,0.005517697111115471
Parc Botannia,Condo,18 Fernvale Street · D28,861,1107000,1.397794,103.874894,Thanggam,0.0006749851850287206
Sky Green,Condo,568 Macpherson Road · D13,2293,2843320,1.3326039,103.886324,Tai Seng,0.003555671336049037
JadeScape,Condo,1 Shunfu Road · D20,646,988000,1.350251,103.838019,Marymount,0.0016391475619976221
Margaret Ville,Condo,20 Margaret Drive · D3,657,1156300,1.2992281,103.802964,Queenstown,0.005284606340114158
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,474,676000,1.3661523,103.872814,Kovan,0.01371927501655056
The Tapestry,Condo,59 Tampines Street 86 · D18,603,741150,1.3534955,103.9291905,Tampines West,0.011976385692270114
Margaret Ville,Condo,20 Margaret Drive · D3,527,1076900,1.2992281,103.802964,Queenstown,0.005284606340114158
JadeScape,Condo,1 Shunfu Road · D20,904,1380000,1.350251,103.838019,Marymount,0.0016391475619976221
V On Shenton,Condo,5A Shenton Way · D1,1206,2343520,1.2779081,103.8496597,Tanjong Pagar,0.003280591661577283
Amber 45,Condo,45 Amber Road · D15,732,1763000,1.302636,103.901821,Dakota,0.014230991708241837
Casa Al Mare,Condo,75 Jalan Loyang Besar · D17,1130,1770000,1.377608,103.956669,Pasir Ris,0.008545532493646917
Casa Al Mare,Condo,75 Jalan Loyang Besar · D17,1096,1735000,1.377608,103.956669,Pasir Ris,0.008545532493646917
The Jovell,Condo,13 Flora Drive · D17,441,598000,1.3569238,103.9649053,Tampines East,0.01027265583429253
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,517,648000,1.371715,103.900472,Hougang,0.00793738445898828
Martin Modern,Condo,8 Martin Place · D9,872,2359900,1.293264,103.837861,Fort Canning,0.006996805428907429
33 Residences,Condo,33 Lorong 30 Geylang · D14,797,1251290,1.312233,103.886351,Dakota,0.004547713491410629
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,797,1192000,1.3153138,103.8885694,Paya Lebar,0.00524276948187241
Coco Palms,Condo,21 Pasir Ris Grove · D18,1744,2171280,1.3715865,103.9459701,Pasir Ris,0.0037445668614764917
The Addition,Condo,21 Meyappa Chettiar Road · D13,592,1100000,1.3308379,103.8672346,Potong Pasir,0.0018663680237310859
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,990,1546000,1.3364414,103.8651531,Woodleigh,0.006196602749895614
Seaside Residences,Condo,10 Siglap Link · D15,506,1002000,1.3076933,103.9278752,Bedok,0.016478917175894146
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,2422,6563000,1.297274,103.838836,Somerset,0.0033837425699958595
33 Residences,Condo,33 Lorong 30 Geylang · D14,753,1184680,1.312233,103.886351,Dakota,0.004547713491410629
33 Residences,Condo,33 Lorong 30 Geylang · D14,753,1174680,1.312233,103.886351,Dakota,0.004547713491410629
[email protected],Condo,70 Truro Road · D8,807,1450825,1.3146146,103.8489834,Farrer Park,0.0062092540131760575
Robinson Suites,Condo,50 Robinson Road · D1,1346,3516500,1.2810736,103.8498736,Telok Ayer,0.0017181711119590045
Stirling Residences,Condo,21 Stirling Road · D3,883,1552000,1.293564,103.805326,Queenstown,0.0013954443020077368
Robinson Suites,Condo,50 Robinson Road · D1,1087,2989250,1.2810736,103.8498736,Telok Ayer,0.0017181711119590045
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,614,913000,1.3364414,103.8651531,Woodleigh,0.006196602749895614
8 Saint Thomas,Condo,8 Saint Thomas Walk · D9,441,1416000,1.296472,103.836232,Somerset,0.004759373128890198
Stirling Residences,Condo,21 Stirling Road · D3,689,1160000,1.293564,103.805326,Queenstown,0.0013954443020077368
JadeScape,Condo,1 Shunfu Road · D20,764,1200000,1.350251,103.838019,Marymount,0.0016391475619976221
Seaside Residences,Condo,12 Siglap Link · D15,678,1308000,1.3076933,103.9278752,Bedok,0.016478917175894146
The Jovell,Condo,23 Flora Drive · D17,721,978000,1.3574939,103.9663718,Tampines East,0.011780511697288491
Goodwood Grand,Condo,24 Balmoral Road · D10,5242,6821509,1.315408,103.833316,Newton,0.004702903505291811
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,850,1148000,1.3747664,103.9034487,Kangkar,0.009221088770855658
Rezi 35,Apartment,20 Lorong 35 Geylang · D14,926,1412700,1.3161167,103.8889126,Paya Lebar,0.004547782009949722
33 Residences,Condo,33 Lorong 30 Geylang · D14,700,1106000,1.312233,103.886351,Dakota,0.004547713491410629
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · D14,667,975000,1.3153138,103.8885694,Paya Lebar,0.00524276948187241
One Draycott,Condo,1 Draycott Park · D10,797,2697500,1.310111,103.830757,Orchard,0.006187915865620798
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,592,1341000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Alps Residences,Condo,113 Tampines Street 86 · D18,936,1174000,1.3550819,103.9294618,Tampines West,0.01288773989883848
33 Residences,Condo,33 Lorong 30 Geylang · D14,700,1113000,1.312233,103.886351,Dakota,0.004547713491410629
La Fiesta,Condo,68 Sengkang Square · D19,1421,1980000,1.3895686,103.8953689,Sengkang,0.0020940015878696708
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1055,2226000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Park Colonial,Condo,2 Woodleigh Lane · D13,463,786000,1.3190408,103.8281809,Stevens,0.002418993385694776
Jui Residences,Condo,1177 Serangoon Road · D12,657,1160000,1.326262,103.866528,Potong Pasir,0.005517697111115471
Stirling Residences,Condo,21 Stirling Road · D3,635,1063000,1.293564,103.805326,Queenstown,0.0013954443020077368
Casa Al Mare,Condo,75 Jalan Loyang Besar · D17,775,1281000,1.377608,103.956669,Pasir Ris,0.008545532493646917
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,1679,1970000,1.371715,103.900472,Hougang,0.00793738445898828
Nim Collection,Terraced House,Nim Rise · D28,1970,2820000,1.3790199,103.8621762,Ang Mo Kio,0.015502934031004046
Parc Botannia,Condo,14 Fernvale Street · D28,775,995000,1.397794,103.874894,Thanggam,0.0006749851850287206
Sea Pavilion Residences,Condo,494 Upper East Coast Road · D16,904,1591000,1.315204,103.943164,Tanah Merah,0.012491257448713235
8 Hullet,Condo,8 Hullet Road · D9,538,1774324,1.3031663,103.83873,Somerset,0.002531420291062141
The Addition,Condo,21 Meyappa Chettiar Road · D13,947,1614000,1.3308379,103.8672346,Potong Pasir,0.0018663680237310859
The Alps Residences,Condo,101 Tampines Street 86 · D18,936,1082000,1.3550819,103.9294618,Tampines West,0.01288773989883848
Carpmael Thirty-Eight,Condo,38 Carpmael Road · D15,1173,1968590,1.313188,103.897916,Paya Lebar,0.0069856642060684634
8 Hullet,Condo,8 Hullet Road · D9,657,2150054,1.3031663,103.83873,Somerset,0.002531420291062141
Stirling Residences,Condo,21 Stirling Road · D3,657,1112000,1.293564,103.805326,Queenstown,0.0013954443020077368
Coco Palms,Condo,21 Pasir Ris Grove · D18,1259,1635100,1.3715865,103.9459701,Pasir Ris,0.0037445668614764917
Harbour View Gardens,Condo,211 Pasir Panjang Road · D5,980,1659650,1.27891,103.785307,Haw Par Villa,0.005337855863551055
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,1410,1680000,1.371715,103.900472,Hougang,0.00793738445898828
